level_0,index,doi,sc_title,sc_issn,sc_pub_name,sc_vol,sc_issue,sc_page_range,sc_abstract_api_endpoint,sc_human_url,sc_pub_date,sc_open_access_status,sc_query_used,sc_author_id,sc_author_given_name,sc_author_last_name,sc_author_affil_id,sc_author_affil_indexed,sc_grant_text,sc_funding_text,sc_funding_agency,sc_author_indexed_name,sc_abstract_text
1033,1033,10.1086/262118,Putting auction theory to work: The simultaneous ascending auction,00223808,Journal of Political Economy,108,2,245-272,https://api.elsevier.com/content/abstract/scopus_id/0034074313,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034074313&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,7005051204,Paul,Milgrom,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Milgrom P.,"I review the uses of economic theory in the initial design and later improvement of the 'simultaneous ascending auction,' which was developed initially for the sale of radio spectrum licenses in the United States. I analyze some capabilities and limitations of the auction, the roles of various detailed rules, the possibilities for introducing combinatorial bidding, and some considerations in adapting the auction for sales in which revenue, rather than efficiency, is the primary goal."
1034,1034,10.1086/262120,Sustaining fiscal policy through immigration,00223808,Journal of Political Economy,108,2,300-323,https://api.elsevier.com/content/abstract/scopus_id/0034072484,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034072484&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,6507010163,Kjetil,Storesletten,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Storesletten K.,"Using a calibrated general equilibrium overlapping generations model, which explicitly accounts for differences between immigrants and natives, this paper investigates whether a reform of immigration policies alone could resolve the fiscal problems associated with the aging of the baby boom generation. Such policies are found to exist and are characterized by an increased inflow of working-age high-and medium-skilled immigrants. One particular feasible policy involves admitting 1.6 million 40-44-year-old high-skilled immigrants annually. These findings are illustrated by computing the discounted government gain of admitting additional immigrants, conditional on their age and skills."
1035,1035,10.1086/262110,Sequential voting procedures in symmetric binary elections,00223808,Journal of Political Economy,108,1,34-55,https://api.elsevier.com/content/abstract/scopus_id/0034040259,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034040259&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,7003772787,Eddie,Dekel,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Dekel E.,"We explore sequential voting in symmetric two-option environments. We show that the (informative) symmetric equilibria of the simultaneous voting game are also equilibria in any sequential voting structure. In unanimity games, (essentially) the whole set of equilibria is the same in all sequential structures. We also explore the relationship between simultaneous and sequential voting in other contexts. We illustrate several instances in which sequential voting does no better at aggregating information than simultaneous voting. The inability of the sequential structure to use additional information in voting models is distinct from that in the herd-cascade literature."
1036,1036,10.1086/262114,"Gain, loss, and asset pricing",00223808,Journal of Political Economy,108,1,144-172,https://api.elsevier.com/content/abstract/scopus_id/0034039182,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034039182&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,7006078226,Antonio E.,Bernardo,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Bernardo A.,"We develop an approach to asset pricing in incomplete markets that bridges the gap between the two fundamental approaches in finance: model-based pricing and pricing by no arbitrage. We strengthen the absence of arbitrage assumption by precluding investment opportunities whose attractiveness to a benchmark investor exceeds a specified threshold. In our framework, the attractiveness of an investment opportunity is measured by the gain-loss ratio. We show that a restriction on the maximum gain-loss ratio is equivalent to a restriction on the ratio of the maximum to minimum values of the pricing kernel. By limiting the maximum gain loss ratio, we can restrict the admissible set of pricing kernels, which in turn allows us to restrict the set of prices that can be assigned to assets. We illustrate our methodology by computing price bounds for call options in a Black-Scholes economy without intermediate trading. When we vary the maximum permitted gain-loss ratio, these bounds can range from the exact prices implied by a model-based pricing approach to the loose price bounds implied by the no-arbitrage approach."
1037,1037,10.1086/262123,Effects of air quality regulations on polluting industries,00223808,Journal of Political Economy,108,2,379-421,https://api.elsevier.com/content/abstract/scopus_id/0034033306,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034033306&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,10640769100,Randy,Becker,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Becker R.,"This paper examines unintended effects of air quality regulation, using plant data for 1963-92. A key regulatory tool since 1978 is the annual designation of county air quality attainment status. Nonattainment status triggers specific equipment requirements, with the severity and enforcement of regulations rising with plant size. The differential in regulation favors attainment areas, reducting births for polluting industries in nonattainment areas by 26-45 percent. Industries and sectors with bigger plants are affected the most, shifting industrial structure toward less regulated single-plant firms. Large preregulation plants do benefit from grandfathering provisions, but both grandfathering and shifts to small-scale new plants contribute to environmental degradation."
1038,1038,10.1086/262121,"Equity, bonds, and bank debt: Capital structure and financial market equilibrium under asymmetric information",00223808,Journal of Political Economy,108,2,324-351,https://api.elsevier.com/content/abstract/scopus_id/0034032249,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034032249&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,35963222300,Patrick,Bolton,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Bolton P.,"This paper proposes a model of financial markets and corporate finance, with asymmetric information and no taxes, where equity issues, bank debt, and bond financing coexist in equilibrium. The relationship banking aspect of financial intermediation is emphasized: firms turn to banks as a source of investment mainly because banks are good at helping them through times of financial distress. This financial flexibility is costly since banks face costs of capital themselves (which they attempt to minimize through securitization). To avoid this intermediation cost, firms may turn to bond or equity financing, but bonds imply an inefficient liquidation cost and equity an informational dilution cost. We show that in equilibrium the riskier firms prefer bank loans, the safer ones tap the bond markets, and the ones in between prefer to issue both equity and bonds. This segmentation is broadly consistent with stylized facts."
1039,1039,10.1086/262129,Let's agree that all dictatorships are equally bad,00223808,Journal of Political Economy,108,3,569-589,https://api.elsevier.com/content/abstract/scopus_id/0033867936,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033867936&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,6701885894,U.,Segal,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Segal U.,This paper shows that a minimal degree of consideration for other people's well-being enables society to agree that one social policy is the best. I offer axioms that imply that this best policy maximizes a weighted sum of individual utilities. The weight of each individual is the inverse of his or her maximal possible utility from social endowments. The suggested policy is not sensitive to the choice of the von Neumann-Morgenstern utilities. The key axiom is that individuals agree that giving all the endowments always to one person is as bad as giving them to any other person.
1040,1040,10.1086/316102,Homework in development economics: Household production and the wealth of nations,00223808,Journal of Political Economy,108,4,680-687,https://api.elsevier.com/content/abstract/scopus_id/0033865848,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033865848&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,7003899796,S. L.,Parente,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Parente S.,"We introduce home production into the neoclassical growth model and examine its consequences for development economics. In particular, we study the extent to which one can account for international income differences with differences in policies that distort capital accumulation. In models with home production, such policies not only reduce capital accumulation but also change the mix of market and nonmarket activity. Hence these models can generate larger differences in output than standard models for a given policy differential. We also show how the welfare implications change when we incorporate home production."
1041,1041,10.1086/262130,A market test for discrimination in the english professional soccer leagues,00223808,Journal of Political Economy,108,3,590-603,https://api.elsevier.com/content/abstract/scopus_id/0033865657,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033865657&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,7005827842,S.,Szymanski,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Szymanski S.,"This paper proposes a market test for racial discrimination in salary setting in English league soccer over the period 1978-93 using a balanced panel of 39 clubs. If there is a competitive market for the services of players, the wage bill of the club will reflect their productivity and hence the performance of the club in the league. Discrimination can be said to exist if clubs fielding an above-average proportion of black players systematically outperform clubs with a below-average proportion of black players, after one controls for the wage bill. Statistically significant evidence of discrimination in this sense is found."
1042,1042,10.1086/316100,The making of an oligopoly: Firm survival and technological change in the evolution of the U.S. tire industry,00223808,Journal of Political Economy,108,4,728-760,https://api.elsevier.com/content/abstract/scopus_id/0033865113,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033865113&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,7003788822,S.,Klepper,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Klepper S.,"The number of producers in the U.S. tire industry grew for 25 years and then declined sharply, and the industry evolved to be an oligopoly. The role of technological change in shaping the industry's market structure is explored. A model of industry evolution featuring technological change is used to derive predictions that are tested using a novel data set on firm entry, exit, size, location, distribution networks, and technological choices prior to the shakeout of producers. Consistent with the model, earlier-entering and larger firms survived longer, principally because of the influence of age and size on technological change."
1043,1043,10.1086/316103,Equilibrium price dispersion in retail markets for prescription drugs,00223808,Journal of Political Economy,108,4,833-850,https://api.elsevier.com/content/abstract/scopus_id/0033864415,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033864415&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,57198321347,A. T.,Sorensen,60030612,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Sorensen A.,"This study seeks to establish the empirical importance of price dispersion due to costly consumer search by examining retail prices for prescription drugs. Posted prices in two geographically distinct markets are shown to vary considerably across pharmacies within the same market, even after one controls for variation due to pharmacy differences. Pharmacy heterogeneity accounts for at most one-third of the observed price dispersion. The empirical analysis hinges on the observation that consumers' incentives to price-shop depend on characteristics of the drug therapy. Cross-sectional patterns in price distributions across drugs are consistent with the predictions of a search model: prices for repeatedly purchased prescriptions (for which the expected benefits of search are highest) exhibit significant reductions in both dispersion and price-cost margins."
1044,1044,10.1086/262128,The dynamics of political compromise,00223808,Journal of Political Economy,108,3,531-568,https://api.elsevier.com/content/abstract/scopus_id/0033862681,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033862681&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,55824766400,A.,Dixit,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Dixit A.,"We characterize efficient self-enforcing divisions of political or economic surplus between two parties that interact repeatedly. The party in power can decide the allocation, and the parties' political strength changes according to a Markov process. We find that the share of the party currently in power depends not only on its current strength but also on whether it had previously been even stronger since it last came to power. We find that the constitutional supermajority requirements that attempt to constrain the use of power can counterproductively create less compromise."
1045,1045,10.1086/316101,Earnings within education groups and overall productivity growth,00223808,Journal of Political Economy,108,4,807-832,https://api.elsevier.com/content/abstract/scopus_id/0033861375,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033861375&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,24458283300,J.,Laitner,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Laitner J.,"To offer a possible interpretation for recent empirical findings on earnings growth, this paper constructs a simple model with endogenous human capital investment, a distribution of natural abilities, and unbiased technological progress. The model predicts that in the long run, average earnings within any education group will grow more slowly than average wages overall. It also predicts that average earnings in high-education groups ultimately will rise relative to average earnings in low-education groups. In the model, these processes do not imply secular increases in the degree of inequality in the overall cross-sectional distribution of earnings."
1046,1046,10.1086/316098,In sickness and in health: Risk sharing within households in rural Ethiopia,00223808,Journal of Political Economy,108,4,688-727,https://api.elsevier.com/content/abstract/scopus_id/0033861310,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033861310&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,6701779260,S.,Dercon,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Dercon S.,"Much of the literature on consumption smoothing and on risk sharing has focused on the ability of the household as a unit to protect its consumption. Little is known about the ability of individual members of the household to keep consumption smooth over time or relative to other members of the household. We use data on adult nutrition in Ethiopia to investigate whether individuals are able to smooth their consumption over time and within the household. We find that poorer households are not able to do so. Furthermore, poor southern households do not engage in complete risk sharing; women in these households bear the brunt of adverse shocks. This result implies that the collective model of household organization, which imposes Pareto efficiency on allocations, is rejected for these households. Finally, we obtain estimates of the relative Pareto weights in household allocation. We find that a wife's relative position is better if customary laws on settlements at divorce are favorable or if she comes from a relatively wealthy background and that poor southern women have lower Pareto weights in allocation."
1047,1047,10.1086/262132,Intellectual collaboration,00223808,Journal of Political Economy,108,3,632-662,https://api.elsevier.com/content/abstract/scopus_id/0033860671,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033860671&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,7003701346,D. N.,Laband,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Laband D.,"Intellectual collaboration in science includes formal coauthorship as well as presentation of papers at workshops, seminars, and professional meetings and informal commentary from colleagues, journal referees, and editors. While the incidence and extent of formal coauthorship are greater in biology than in economics, the extent of intellectual collaboration is greater in economics than in biology. Intellectual property rights to coauthored papers in economics tend to be assigned alphabetically, whereas biology is characterized by a strong merit-based (nonalphabetical) assignment of intellectual property rights. These patterns do not result from differences in the relative importance of funding/physical capital."
1048,1048,10.1086/262131,Does entrepreneurship pay? An empirical analysis of the returns to self-employment,00223808,Journal of Political Economy,108,3,604-631,https://api.elsevier.com/content/abstract/scopus_id/0033858813,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033858813&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,7202535126,B. H.,Hamilton,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Hamilton B.,"Possible explanations for earnings differentials in self-employment and paid employment are investigated. The empirical results suggest that the nonpecuniary benefits of self-employment are substantial: Most entrepreneurs enter and persist in business despite the fact that they have both lower initial earnings and lower earnings growth than in paid employment, implying a median earnings differential of 35 percent for individuals in business for 10 years. The differential cannot be explained by the selection of low-ability employees into self-employment and is similar for three alternative measures of self-employment earnings and across industries. Furthermore, the estimated earnings differentials may understate the differences in compensation across sectors since fringe benefits are not included in the measure of employee compensation."
1049,1049,10.1086/316099,Age and the quality of work: The case of modern American painters,00223808,Journal of Political Economy,108,4,761-777,https://api.elsevier.com/content/abstract/scopus_id/0033857545,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033857545&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,6603638802,D. W.,Galenson,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Galenson D.W.,"Psychologists have found that the age at which successful practitioners typically do their best work varies across professions, but they have not considered whether these peak ages change over time, as economic models suggest they might. Using auction records, we estimate the relationship between artists' ages and the value of their paintings for two successive cohorts of leading modern American painters: de Kooning, Pollock, Rothko, and others born during 1900-1920 and Frank Stella, Warhol, and others born during 1921-40. We find that a substantial decline occurred over time in the age at which these artists produced their most valuable-and most important-work and argue that this was caused by a shift in the nature of the demand for modern art during the 1950s."
1050,1050,10.1086/262125,What did Smith mean by the invisible hand?,00223808,Journal of Political Economy,108,3,441-465,https://api.elsevier.com/content/abstract/scopus_id/0033855487,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033855487&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,22937731800,W. D.,Grampp,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Grampp W.,"The invisible hand is not a power that makes the good of one the good of all, and it is not any of a number of other things it is said to be. It is simply the inducement a merchant has to keep his capital at home, thereby increasing the domestic capital stock and enhancing military power, both of which are in the public interest and neither of which he intended. Smith's exposition discloses how his rhetorical sallies could disfigure his economics, confuse his argument for free trade, and make him play fast and loose with facts and the ideas of others."
1051,1051,10.1086/262127,Estimating preferences under risk: The case of racetrack bettors,00223808,Journal of Political Economy,108,3,503-530,https://api.elsevier.com/content/abstract/scopus_id/0033853199,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033853199&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,6603074966,B.,Jullien,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Jullien B.,"In this paper we investigate the attitudes toward risk of bettors in British horse races. The model we use allows us to go beyond the expected utility framework and to explore various alternative proposals by estimating a multinomial model on a 34,443-race data set. We find that rank-dependent utility models do not fit the data noticeably better than expected utility models. On the other hand, cumulative prospect theory has higher explanatory power. Our preferred estimates suggest a pattern of local risk aversion similar to that proposed by Friedman and Savage."
1052,1052,10.1086/262126,Prices rise faster than they fall,00223808,Journal of Political Economy,108,3,466-502,https://api.elsevier.com/content/abstract/scopus_id/0033853072,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033853072&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,57191103744,S.,Peltzman,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Peltzman S.,"Output prices tend to respond faster to input increases than to decreases. This tendency is found in more than two of every three markets examined. It is found as frequently in producer goods markets as in consumer goods markets. In both kinds of markets the asymmetric response to cost shocks is substantial and durable. On average, the immediate response to a positive cost shock is at least twice the response to a negative shock, and that difference is sustained for at least five to eight months. Unlike past studies, which documented similar asymmetries in selected markets (gasoline, agricultural products, etc.), this one uses large samples of diverse products: 77 consumer and 165 producer goods. Accordingly, the results suggest a gap in an essential part of economic theory. As a start on filling this gap, the study finds no asymmetry in the response of an individual decision maker (a supermarket chain) to its costs, but it finds above-average asymmetry where a cost shock is filtered through a fragmented wholesale distribution system. It also finds a negative correlation between the degree of asymmetry and input price volatility and no correlation with proxies for inventory costs, asymmetric menu costs of price changes, and imperfect competition."
1053,1053,10.1086/316096,Balladurette and Juppette: A discrete analysis of scrapping subsidies,00223808,Journal of Political Economy,108,4,778-806,https://api.elsevier.com/content/abstract/scopus_id/0033850785,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033850785&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,6602205611,J.,Adda,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Adda J.,"This paper studies the effects of subsidies on durable goods markets. In particular, we focus on a recent policy in France in which the governments of Balladur and Juppe subsidized the replacement of old cars with new ones. To study this policy, we construct a dynamic stochastic discrete choice model of car ownership at the household level. The resulting decision rules and equilibrium conditions are used to estimate the underlying parameters of the model using aggregate data. These policy functions are used to evaluate the short- and long-run effects of the French policies. We find that these policies do stimulate the automobile sector in the short run but, through the induced changes in the cross-sectional distribution of car ages, create the basis for subsequent low activity. Further, while these policies increase government revenues in the short run, revenues in the long run are lower relative to a baseline without intervention."
1054,1054,10.1086/316097,Is child labor inefficient?,00223808,Journal of Political Economy,108,4,663-679,https://api.elsevier.com/content/abstract/scopus_id/0033850363,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033850363&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,6701756496,J. M.,Baland,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Baland J.,"We build a model of child labor and study its implications for welfare. We assume that there is a trade-off between child labor and the accumulation of human capital. Even if parents are altruistic and child labor is socially inefficient, it may arise in equilibrium because parents fail to fully internalize its negative effects. This occurs when bequests are zero or when capital markets are imperfect. We also study the effects of a simple ban on child labor and derive conditions under which it may be Pareto improving in general equilibrium. We show that the implications of child labor for fertility are ambiguous."
1055,1055,10.1086/317671,Hierarchies and the organization of knowledge in production,00223808,Journal of Political Economy,108,5,874-904,https://api.elsevier.com/content/abstract/scopus_id/0033661553,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033661553&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,6602250841,L.,Garicano,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Garicano L.,"This paper studies how communication allows for the specialized acquisition of knowledge. It shows that a knowledge-based hierarchy is a natural way to organize the acquisition of knowledge when matching problems with those who know how to solve them is costly. In such an organization, production workers acquire knowledge about the most common or easiest problems confronted, and specialized problem solvers deal with the more exceptional or harder problems. The paper shows that the model is consistent with stylized facts in the theory of organizations and uses it to analyze the impact of changes in production and information technology on organizational design."
1056,1056,10.1086/317677,Estimating a bargaining model with asymmetric information: Evidence from medical malpractice disputes,00223808,Journal of Political Economy,108,5,1006-1021,https://api.elsevier.com/content/abstract/scopus_id/0033658757,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033658757&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,6602150854,H.,Sieg,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Sieg H.,"This article uses a unique data set on medical malpractice disputes in Florida to estimate the parameters of a bargaining game with asymmetric information. The main findings of the article suggest that the bargaining game can replicate most of the qualitative and quantitative features of the data. The article also simulates alternative policy regimes to quantify the effects of possible tort reforms, such as imposing limits on contingency fees and caps on jury awards."
1057,1057,10.1086/317676,Extensive margins and the demand for money at low interest rates,00223808,Journal of Political Economy,108,5,961-991,https://api.elsevier.com/content/abstract/scopus_id/0033658756,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033658756&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,7006017367,C. B.,Mulligan,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Mulligan C.,"We argue that the relevant monetary decision for the majority of U.S. households is not the fraction of assets to be held in interest-bearing form, but whether to hold any such assets at all (we call this 'the decision to adopt' the financial technology). We show that the key variable governing the adoption decision is the product of the interest rate times the total amount of assets. This implies that the interest elasticity of household money demand at low interest rates can be estimated from the variation in asset holdings in a cross section of households rather than historical interest rate variations. We do so with the 1989 Survey of Consumer Finances. We find that (a) the elasticity of money demand is very small when the interest rate is small, (b) the probability that a household holds any amount of interest-bearing assets is positively related to the level of financial assets, and (c) the cost of adopting financial technologies is negatively related to participation in a pension program. At interest rates of 5 percent, roughly one-half of the elasticity can be attributed to the Allais-Baumol-Tobin or intensive margin and half to the new adopters or extensive margin. The intensive margin is less important at lower interest rates and more important at higher interest rates. Finally, we argue that ignoring extensive margins may lead to an empirically important overestimation of the cost of inflation at low interest rates."
1058,1058,10.1086/317668,Luxuries are easier to postpone: A proof,00223808,Journal of Political Economy,108,5,1022-1026,https://api.elsevier.com/content/abstract/scopus_id/0033658527,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033658527&origin=inward,2000-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJVx6pMMTItczIuMC0wMDM0OTgxMTQ2&count=200&query=ISSN%2800223808%29&date=1990-2021,57203073059,M.,Browning,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Browning M.,We show that (Marshallian) income elasticities are proportional to (Frisch) own price elasticities if all goods are additively separable. This implies that luxuries are likely to be easier to postpone. It also implies that preferences over 'consumption' are unlikely to display a constant elasticity of substitution.
